Category,Customer_ID,Discount,Market,Order_Date,Order_Priority,Product_ID,Product_Name,Profit,Quantity,Region,Segment,Ship_Date,Ship_Mode,Shipping_Cost,Sub_Category,Year,Market2,weeknum,Ship_Delay,Campaign
Office Supplies,CB-120254,0.0,US,2012-08-28,Medium,OFF-ST-10001490,"Hot File 7-Pocket, Floor Stand",267.705,5,West,Consumer,2012-09-04,Standard Class,85.38,Storage,2012.0,North America,35,7,0.0
Office Supplies,GB-145304,0.0,US,2012-09-18,Medium,OFF-SU-10004782,"Elite 5"" Scissors",5.07,2,West,Corporate,2012-09-23,Standard Class,0.77,Supplies,2012.0,North America,38,5,0.0
Office Supplies,SC-204404,0.0,US,2012-09-24,Medium,OFF-AP-10002651,Hoover Upright Vacuum With Dirt Cup,335.8548,4,West,Corporate,2012-09-28,Standard Class,56.16,Appliances,2012.0,North America,39,4,0.0
Office Supplies,RP-198554,0.0,US,2012-09-28,Medium,OFF-AP-10002495,"Acco Smartsocket Table Surge Protector, 6 Color-Coded Adapter Outlets",55.845,3,West,Corporate,2012-10-05,Standard Class,12.14,Appliances,2012.0,North America,39,7,0.0
Office Supplies,RP-198554,0.0,US,2012-09-28,Medium,OFF-SU-10004884,Acme Galleria Hot Forged Steel Scissors with Colored Handles,13.6851,3,West,Corporate,2012-10-05,Standard Class,3.51,Supplies,2012.0,North America,39,7,0.0
Office Supplies,RM-196754,0.0,US,2012-10-19,Medium,OFF-AP-10000275,"Sanyo Counter Height Refrigerator with Crisper, 3.6 Cubic Foot, Stainless Steel/Black",459.396,5,West,Home Office,2012-10-24,Standard Class,99.85,Appliances,2012.0,North America,42,5,0.0
Office Supplies,TS-213404,0.0,US,2012-11-24,Medium,OFF-ST-10000060,Fellowes Bankers Box Staxonsteel Drawer File/Stacking System,54.5832,7,West,Consumer,2012-11-29,Standard Class,42.98,Storage,2012.0,North America,47,5,0.0
Office Supplies,GB-145304,0.0,US,2012-12-05,Medium,OFF-LA-10000452,Avery 488,6.048,4,West,Corporate,2012-12-10,Standard Class,0.48,Labels,2012.0,North America,49,5,0.0
Office Supplies,KT-164654,0.0,US,2012-12-24,Medium,OFF-FA-10004854,"Vinyl Coated Wire Paper Clips in Organizer Box, 800/Box",21.5824,4,West,Consumer,2012-12-29,Standard Class,0.38,Fasteners,2012.0,North America,52,5,0.0
Office Supplies,CL-125654,0.0,US,2012-12-30,Medium,OFF-EN-10003296,Tyvek Side-Opening Peel & Seel Expanding Envelopes,122.148,3,West,Consumer,2013-01-03,Standard Class,16.48,Envelopes,2012.0,North America,53,4,0.0
Office Supplies,CL-125654,0.0,US,2012-12-30,Medium,OFF-ST-10000798,2300 Heavy-Duty Transfer File Systems by Perma,14.2386,3,West,Consumer,2013-01-03,Standard Class,4.91,Storage,2012.0,North America,53,4,0.0
Office Supplies,JB-154004,0.0,US,2013-02-04,Medium,OFF-ST-10004180,Safco Commercial Shelving,3.7208,2,West,Corporate,2013-02-09,Standard Class,6.61,Storage,2013.0,North America,6,5,0.0
Office Supplies,TZ-215804,0.0,US,2013-02-22,Medium,OFF-FA-10000992,"Acco Clips to Go Binder Clips, 24 Clips in Two Sizes",5.0055,3,West,Consumer,2013-02-26,Standard Class,1.21,Fasteners,2013.0,North America,8,4,0.0
Office Supplies,BF-110054,0.0,US,2013-05-06,Medium,OFF-ST-10001505,"Perma STOR-ALL Hanging File Box, 13 1/8""W x 12 1/4""D x 10 1/2""H",1.0166,1,West,Home Office,2013-05-10,Standard Class,0.24,Storage,2013.0,North America,19,4,0.0
Office Supplies,RB-197954,0.0,US,2013-06-07,Medium,OFF-LA-10000452,Avery 488,10.584,7,West,Home Office,2013-06-13,Standard Class,1.72,Labels,2013.0,North America,23,6,0.0
Office Supplies,OT-187304,0.0,US,2013-06-11,Medium,OFF-LA-10001297,Avery 473,9.936,2,West,Consumer,2013-06-16,Standard Class,0.9,Labels,2013.0,North America,24,5,0.0
Office Supplies,AS-102404,0.0,US,2013-06-26,Medium,OFF-AP-10000692,Fellowes Mighty 8 Compact Surge Protector,17.0268,3,West,Consumer,2013-06-30,Standard Class,4.29,Appliances,2013.0,North America,26,4,0.0
Office Supplies,RA-198854,0.0,US,2013-07-18,Medium,OFF-ST-10003479,"Eldon Base for stackable storage shelf, platinum",3.894,2,West,Corporate,2013-07-23,Standard Class,4.31,Storage,2013.0,North America,29,5,0.0
Office Supplies,KM-166604,0.0,US,2013-07-29,Medium,OFF-LA-10000305,Avery 495,8.694,3,West,Consumer,2013-08-04,Standard Class,1.24,Labels,2013.0,North America,31,6,0.0
Office Supplies,CA-120554,0.0,US,2013-08-09,Medium,OFF-AP-10004487,Kensington 4 Outlet MasterPiece Compact Power Control Center,136.6176,6,West,Home Office,2013-08-16,Standard Class,36.22,Appliances,2013.0,North America,32,7,0.0
Office Supplies,LR-169154,0.0,US,2013-09-03,Medium,OFF-ST-10000321,Akro Stacking Bins,0.9468,3,West,Consumer,2013-09-07,Standard Class,1.34,Storage,2013.0,North America,36,4,0.0
Office Supplies,EH-137654,0.0,US,2013-09-25,Medium,OFF-EN-10001453,"Tyvek Interoffice Envelopes, 9 1/2"" x 12 1/2"", 100/Box",143.303,5,West,Corporate,2013-09-29,Standard Class,14.71,Envelopes,2013.0,North America,39,4,0.0
Office Supplies,CS-119504,0.0,US,2013-10-22,Medium,OFF-ST-10002743,SAFCO Boltless Steel Shelving,3.4092,3,West,Consumer,2013-10-28,Standard Class,29.78,Storage,2013.0,North America,43,6,0.0
Office Supplies,JD-158954,0.0,US,2013-11-01,Medium,OFF-ST-10002615,"Dual Level, Single-Width Filing Carts",282.2092,7,West,Corporate,2013-11-05,Standard Class,64.42,Storage,2013.0,North America,44,4,0.0
Office Supplies,XP-218654,0.0,US,2013-11-04,Medium,OFF-AP-10002998,Holmes 99% HEPA Air Purifier,14.2956,2,West,Consumer,2013-11-09,Standard Class,4.21,Appliances,2013.0,North America,45,5,0.0
Office Supplies,XP-218654,0.0,US,2013-11-04,Medium,OFF-FA-10001561,Stockwell Push Pins,5.0358,7,West,Consumer,2013-11-09,Standard Class,1.34,Fasteners,2013.0,North America,45,5,0.0
Office Supplies,MC-176054,0.0,US,2013-11-21,Medium,OFF-AP-10003622,"Bravo II Megaboss 12-Amp Hard Body Upright, Replacement Belts, 2 Belts per Pack",11.31,12,West,Corporate,2013-11-28,Standard Class,2.35,Appliances,2013.0,North America,47,7,0.0
Office Supplies,MS-173654,0.0,US,2013-11-27,Medium,OFF-AP-10000055,Belkin F9S820V06 8 Outlet Surge,19.488,2,West,Consumer,2013-12-01,Standard Class,3.16,Appliances,2013.0,North America,48,4,0.0
Office Supplies,GM-144404,0.0,US,2013-12-04,Medium,OFF-ST-10001932,Fellowes Staxonsteel Drawer Files,108.1752,4,West,Consumer,2013-12-10,Standard Class,53.32,Storage,2013.0,North America,49,6,0.0
Office Supplies,AP-107204,0.0,US,2013-12-07,Medium,OFF-FA-10003467,"Alliance Big Bands Rubber Bands, 12/Pack",0.0,7,West,Home Office,2013-12-11,Standard Class,1.25,Fasteners,2013.0,North America,49,4,0.0
Office Supplies,MC-181304,0.0,US,2013-12-27,Medium,OFF-AP-10004052,"Hoover Replacement Belts For Soft Guard & Commercial Ltweight Upright Vacs, 2/Pk",2.054,2,West,Corporate,2014-01-01,Standard Class,0.54,Appliances,2013.0,North America,52,5,0.0
Office Supplies,MC-181304,0.0,US,2013-12-27,Medium,OFF-SU-10000952,Fiskars Home & Office Scissors,4.9728,2,West,Corporate,2014-01-01,Standard Class,1.23,Supplies,2013.0,North America,52,5,0.0
Office Supplies,JL-158354,0.0,US,2014-02-03,Medium,OFF-AP-10000252,Harmony HEPA Quiet Air Purifiers,16.38,4,West,Consumer,2014-02-08,Standard Class,2.86,Appliances,2014.0,North America,6,5,0.0
Office Supplies,JL-158354,0.0,US,2014-02-03,Medium,OFF-ST-10000464,"Multi-Use Personal File Cart and Caster Set, Three Stacking Bins",38.9312,4,West,Consumer,2014-02-08,Standard Class,7.18,Storage,2014.0,North America,6,5,0.0
Office Supplies,SP-208604,0.0,US,2014-03-05,Medium,OFF-EN-10000483,"White Envelopes, White Envelopes with Clear Poly Window",7.015,1,West,Corporate,2014-03-10,Standard Class,1.53,Envelopes,2014.0,North America,10,5,0.0
Office Supplies,BP-110504,0.0,US,2014-03-19,Medium,OFF-EN-10003072,Peel & Seel Envelopes,9.312,5,West,Corporate,2014-03-23,Standard Class,1.76,Envelopes,2014.0,North America,12,4,0.0
Office Supplies,GZ-145454,0.0,US,2014-03-20,Medium,OFF-AP-10001205,Belkin 5 Outlet SurgeMaster Power Centers,106.7808,7,West,Corporate,2014-03-25,Standard Class,21.55,Appliances,2014.0,North America,12,5,0.0
Office Supplies,PS-187604,0.0,US,2014-04-18,Medium,OFF-FA-10001561,Stockwell Push Pins,3.597,5,West,Consumer,2014-04-23,Standard Class,0.69,Fasteners,2014.0,North America,16,5,0.0
Office Supplies,PS-187604,0.0,US,2014-04-18,Medium,OFF-LA-10003190,Avery 474,11.2896,8,West,Consumer,2014-04-23,Standard Class,2.01,Labels,2014.0,North America,16,5,0.0
Office Supplies,PS-187604,0.0,US,2014-04-18,Medium,OFF-LA-10001404,Avery 517,3.4686,2,West,Consumer,2014-04-23,Standard Class,0.62,Labels,2014.0,North America,16,5,0.0
Office Supplies,RD-195854,0.0,US,2014-07-04,Medium,OFF-ST-10002485,Rogers Deluxe File Chest,0.8792,4,West,Consumer,2014-07-09,Standard Class,6.23,Storage,2014.0,North America,27,5,0.0
Office Supplies,AT-107354,0.0,US,2014-07-08,Medium,OFF-FA-10001135,"Brites Rubber Bands, 1 1/2 oz. Box",0.1188,3,West,Consumer,2014-07-12,Standard Class,0.39,Fasteners,2014.0,North America,28,4,0.0
Office Supplies,KB-162404,0.0,US,2014-07-12,Medium,OFF-AP-10003040,Fellowes 8 Outlet Superior Workstation Surge Protector w/o Phone/Fax/Modem Protection,43.706,5,West,Corporate,2014-07-19,Standard Class,10.21,Appliances,2014.0,North America,28,7,0.0
Office Supplies,TH-212354,0.0,US,2014-09-05,Medium,OFF-ST-10000419,"Rogers Jumbo File, Granite",0.5432,4,West,Corporate,2014-09-11,Standard Class,3.88,Storage,2014.0,North America,36,6,0.0
Office Supplies,CS-125054,0.0,US,2014-11-03,Medium,OFF-AP-10003040,Fellowes 8 Outlet Superior Workstation Surge Protector w/o Phone/Fax/Modem Protection,43.706,5,West,Consumer,2014-11-08,Standard Class,10.3,Appliances,2014.0,North America,45,5,0.0
Office Supplies,ZC-219104,0.0,US,2014-11-07,Medium,OFF-EN-10001219,"#10- 4 1/8"" x 9 1/2"" Security-Tint Envelopes",7.4872,2,West,Consumer,2014-11-12,Standard Class,1.03,Envelopes,2014.0,North America,45,5,0.0
Office Supplies,GA-147254,0.0,US,2014-11-12,Medium,OFF-AP-10003971,Belkin 6 Outlet Metallic Surge Strip,2.8314,1,West,Consumer,2014-11-17,Standard Class,0.85,Appliances,2014.0,North America,46,5,0.0
Office Supplies,MC-181004,0.0,US,2014-11-20,Medium,OFF-ST-10000675,"File Shuttle II and Handi-File, Black",76.2525,9,West,Consumer,2014-11-25,Standard Class,12.16,Storage,2014.0,North America,47,5,0.0
Office Supplies,FH-143654,0.0,US,2014-12-26,Medium,OFF-ST-10002756,"Tennsco Stur-D-Stor Boltless Shelving, 5 Shelves, 24"" Deep, Sand",2.7062,2,West,Corporate,2014-12-30,Standard Class,16.73,Storage,2014.0,North America,52,4,0.0
Office Supplies,BD-116054,0.0,US,2011-01-14,High,OFF-AR-10003514,4009 Highlighters by Sanford,6.567,5,West,Consumer,2011-01-19,Standard Class,3.03,Art,2011.0,North America,3,5,0.0
Office Supplies,BD-116054,0.0,US,2011-01-14,High,OFF-ST-10000078,Tennsco 6- and 18-Compartment Lockers,238.653,5,West,Consumer,2011-01-19,Standard Class,187.65,Storage,2011.0,North America,3,5,0.0
Office Supplies,CA-122654,0.0,US,2011-03-25,Medium,OFF-AR-10000034,"BIC Brite Liner Grip Highlighters, Assorted, 5/Pack",9.9216,6,West,Consumer,2011-03-30,Standard Class,2.03,Art,2011.0,North America,13,5,0.0
Office Supplies,CA-122654,0.0,US,2011-03-25,Medium,OFF-AR-10003338,"Eberhard Faber 3 1/2"" Golf Pencils",3.72,2,West,Consumer,2011-03-30,Standard Class,1.35,Art,2011.0,North America,13,5,0.0
Office Supplies,CA-122654,0.0,US,2011-03-25,Medium,OFF-AR-10003829,Newell 35,1.9024,2,West,Consumer,2011-03-30,Standard Class,0.46,Art,2011.0,North America,13,5,0.0
Office Supplies,DK-128354,0.0,US,2011-03-26,High,OFF-AR-10004272,Newell 308,0.84,2,West,Corporate,2011-03-31,Second Class,0.19,Art,2011.0,North America,13,5,0.0
Office Supplies,AA-103154,0.0,US,2011-03-31,Medium,OFF-AP-10002765,Fellowes Advanced Computer Series Surge Protectors,14.8344,2,West,Consumer,2011-04-05,Standard Class,3.17,Appliances,2011.0,North America,14,5,0.0
Office Supplies,PK-189104,0.0,US,2011-04-04,High,OFF-LA-10001641,Avery 518,9.072,6,West,Home Office,2011-04-09,Standard Class,2.66,Labels,2011.0,North America,15,5,0.0
Office Supplies,CM-124454,0.0,US,2011-06-09,Low,OFF-AR-10003752,Deluxe Chalkboard Eraser Cleaner,10.626,2,West,Consumer,2011-06-16,Standard Class,2.24,Art,2011.0,North America,24,7,0.0
Office Supplies,CM-124454,0.0,US,2011-06-09,Low,OFF-SU-10001225,Staples,0.1472,2,West,Consumer,2011-06-16,Standard Class,0.84,Supplies,2011.0,North America,24,7,0.0
Office Supplies,DS-130304,0.0,US,2011-07-09,Medium,OFF-AR-10003251,Prang Drawing Pencil Set,2.224,2,West,Home Office,2011-07-14,Standard Class,0.28,Art,2011.0,North America,28,5,0.0
Office Supplies,ME-180104,0.0,US,2011-07-21,Medium,OFF-AR-10002067,Newell 334,25.792,5,West,Corporate,2011-07-25,Standard Class,7.53,Art,2011.0,North America,30,4,0.0
Office Supplies,NP-183254,0.0,US,2011-07-22,High,OFF-AR-10003190,Newell 32,3.2256,4,West,Consumer,2011-07-24,Second Class,1.92,Art,2011.0,North America,30,2,0.0
Office Supplies,NP-183254,0.0,US,2011-07-22,High,OFF-ST-10003058,Eldon Mobile Mega Data Cart  Mega Stackable  Add-On Trays,68.585,10,West,Consumer,2011-07-24,Second Class,28.62,Storage,2011.0,North America,30,2,0.0
Office Supplies,NC-185354,0.0,US,2011-07-23,High,OFF-SU-10004664,Acme Softgrip Scissors,11.803,5,West,Corporate,2011-07-27,Standard Class,3.27,Supplies,2011.0,North America,30,4,0.0
Office Supplies,KL-166454,0.0,US,2011-07-25,High,OFF-ST-10001228,"Fellowes Personal Hanging Folder Files, Navy",15.0416,4,West,Consumer,2011-07-27,Second Class,5.53,Storage,2011.0,North America,31,2,0.0
Office Supplies,KL-166454,0.0,US,2011-07-25,High,OFF-SU-10000151,High Speed Automatic Electric Letter Opener,327.506,5,West,Consumer,2011-07-27,Second Class,16.77,Supplies,2011.0,North America,31,2,0.0
Office Supplies,SS-205904,0.0,US,2011-08-05,Medium,OFF-AR-10004602,Boston KS Multi-Size Manual Pencil Sharpener,12.8744,2,West,Consumer,2011-08-11,Standard Class,4.43,Art,2011.0,North America,32,6,0.0
Office Supplies,SS-205904,0.0,US,2011-08-05,Medium,OFF-ST-10000321,Akro Stacking Bins,0.6312,2,West,Consumer,2011-08-11,Standard Class,0.29,Storage,2011.0,North America,32,6,0.0
Office Supplies,BD-116054,0.0,US,2011-08-15,High,OFF-AP-10003287,Tripp Lite TLP810NET Broadband Surge for Modem/Fax,42.8148,3,West,Consumer,2011-08-19,Standard Class,20.47,Appliances,2011.0,North America,34,4,0.0
Office Supplies,ZD-219254,0.0,US,2011-08-27,High,OFF-AR-10003056,Newell 341,2.4824,2,West,Consumer,2011-09-01,Second Class,1.58,Art,2011.0,North America,35,5,0.0
Office Supplies,VP-217604,0.0,US,2011-09-06,Medium,OFF-LA-10001934,Avery 516,27.4856,8,West,Corporate,2011-09-09,First Class,3.81,Labels,2011.0,North America,37,3,0.0
Office Supplies,DP-133904,0.0,US,2011-09-08,Medium,OFF-AP-10004785,"Holmes Replacement Filter for HEPA Air Cleaner, Medium Room",24.3595,5,West,Home Office,2011-09-14,Standard Class,5.59,Appliances,2011.0,North America,37,6,0.0
Office Supplies,DP-133904,0.0,US,2011-09-08,Medium,OFF-FA-10002988,Ideal Clamps,1.9698,2,West,Home Office,2011-09-14,Standard Class,0.29,Fasteners,2011.0,North America,37,6,0.0
Office Supplies,DP-133904,0.0,US,2011-09-08,Medium,OFF-ST-10002406,Pizazz Global Quick File,4.1916,1,West,Home Office,2011-09-14,Standard Class,1.26,Storage,2011.0,North America,37,6,0.0
Office Supplies,JK-156404,0.0,US,2011-09-19,High,OFF-FA-10000053,Revere Boxed Rubber Bands by Revere,0.1134,3,West,Home Office,2011-09-19,Same Day,0.67,Fasteners,2011.0,North America,39,0,0.0
Office Supplies,ES-140204,0.0,US,2011-09-20,Medium,OFF-LA-10001569,Avery 499,4.5816,2,West,Consumer,2011-09-26,Standard Class,0.2,Labels,2011.0,North America,39,6,0.0
Office Supplies,HF-149954,0.0,US,2011-09-21,High,OFF-AR-10001615,Newell 34,15.4752,3,West,Consumer,2011-09-25,Standard Class,6.51,Art,2011.0,North America,39,4,0.0
Office Supplies,HF-149954,0.0,US,2011-09-21,High,OFF-EN-10004483,"#10 White Business Envelopes,4 1/8 x 9 1/2",36.8245,5,West,Consumer,2011-09-25,Standard Class,7.85,Envelopes,2011.0,North America,39,4,0.0
Office Supplies,HF-149954,0.0,US,2011-09-21,High,OFF-EN-10001539,Staples,7.3132,2,West,Consumer,2011-09-25,Standard Class,2.3,Envelopes,2011.0,North America,39,4,0.0
Office Supplies,JD-160604,0.0,US,2011-09-24,Medium,OFF-ST-10001713,"Gould Plastics 9-Pocket Panel Bin, 18-3/8w x 5-1/4d x 20-1/2h, Black",8.4784,4,West,Consumer,2011-09-29,Standard Class,7.99,Storage,2011.0,North America,39,5,0.0
Office Supplies,SJ-205004,0.0,US,2011-10-09,Medium,OFF-AR-10002135,Boston Heavy-Duty Trimline Electric Pencil Sharpeners,41.934,3,West,Consumer,2011-10-14,Standard Class,8.56,Art,2011.0,North America,42,5,0.0
Office Supplies,DN-136904,0.0,US,2011-10-12,Medium,OFF-AR-10002053,"Premium Writing Pencils, Soft, #2 by Central Association for the Blind",4.172,5,West,Consumer,2011-10-16,Standard Class,0.45,Art,2011.0,North America,42,4,0.0
Office Supplies,DN-136904,0.0,US,2011-10-12,Medium,OFF-ST-10002370,"Sortfiler Multipurpose Personal File Organizer, Black",6.2031,1,West,Consumer,2011-10-16,Standard Class,1.54,Storage,2011.0,North America,42,4,0.0
Office Supplies,RP-192704,0.0,US,2011-10-19,Medium,OFF-LA-10002787,Avery 480,9.0,5,West,Corporate,2011-10-22,Second Class,2.31,Labels,2011.0,North America,43,3,0.0
Office Supplies,SH-203954,0.0,US,2011-11-02,High,OFF-ST-10003208,Adjustable Depth Letter/Legal Cart,105.2468,2,West,Consumer,2011-11-06,Standard Class,34.38,Storage,2011.0,North America,45,4,0.0
Office Supplies,JP-155204,0.0,US,2011-11-09,Critical,OFF-ST-10001321,"Decoflex Hanging Personal Folder File, Blue",24.9804,6,West,Consumer,2011-11-11,Second Class,21.12,Storage,2011.0,North America,46,2,0.0
Office Supplies,JP-155204,0.0,US,2011-11-09,Critical,OFF-ST-10002743,SAFCO Boltless Steel Shelving,3.4092,3,West,Consumer,2011-11-11,Second Class,51.9,Storage,2011.0,North America,46,2,0.0
Office Supplies,SC-202604,0.0,US,2011-11-15,Critical,OFF-SU-10001574,Acme Value Line Scissors,3.285,3,West,Corporate,2011-11-17,Second Class,2.3,Supplies,2011.0,North America,47,2,0.0
Office Supplies,TS-212054,0.0,US,2011-11-17,High,OFF-AP-10001242,APC 7 Outlet Network SurgeArrest Surge Protector,72.432,3,West,Corporate,2011-11-19,First Class,14.77,Appliances,2011.0,North America,47,2,0.0
Office Supplies,DH-136754,0.0,US,2011-11-28,Medium,OFF-LA-10002043,Avery 489,19.872,4,West,Home Office,2011-11-28,Same Day,3.39,Labels,2011.0,North America,49,0,0.0
Office Supplies,DH-136754,0.0,US,2011-11-28,Medium,OFF-SU-10001225,Staples,0.1472,2,West,Home Office,2011-11-28,Same Day,1.36,Supplies,2011.0,North America,49,0,0.0
Office Supplies,SG-204704,0.0,US,2011-11-28,High,OFF-AP-10004859,Acco 6 Outlet Guardian Premium Surge Suppressor,11.7936,3,West,Consumer,2011-12-01,First Class,3.95,Appliances,2011.0,North America,49,3,0.0
Office Supplies,AH-102104,0.0,US,2011-11-29,Medium,OFF-FA-10003495,Staples,15.2,5,West,Consumer,2011-12-06,Standard Class,2.12,Fasteners,2011.0,North America,49,7,0.0
Office Supplies,AJ-107954,0.0,US,2011-12-29,High,OFF-LA-10001474,Avery 477,126.3942,9,West,Corporate,2012-01-02,Standard Class,0.2,Labels,2011.0,North America,53,4,0.0
Office Supplies,JL-151754,0.0,US,2012-01-05,Medium,OFF-AP-10004859,Acco 6 Outlet Guardian Premium Surge Suppressor,23.5872,6,West,Home Office,2012-01-10,Standard Class,5.39,Appliances,2012.0,North America,1,5,0.0
Office Supplies,GA-145154,0.0,US,2012-04-17,High,OFF-AP-10002651,Hoover Upright Vacuum With Dirt Cup,419.8185,5,West,Consumer,2012-04-21,Standard Class,114.8,Appliances,2012.0,North America,16,4,0.0
Office Supplies,GA-145154,0.0,US,2012-04-17,High,OFF-AR-10003251,Prang Drawing Pencil Set,2.224,2,West,Consumer,2012-04-21,Standard Class,0.33,Art,2012.0,North America,16,4,0.0
Office Supplies,KB-165854,0.0,US,2012-04-30,Medium,OFF-AR-10000658,Newell 324,9.702,3,West,Corporate,2012-05-06,Standard Class,3.03,Art,2012.0,North America,18,6,0.0
Office Supplies,PO-188504,0.0,US,2012-05-01,High,OFF-ST-10000876,Eldon Simplefile Box Office,10.4496,3,West,Consumer,2012-05-06,Standard Class,3.61,Storage,2012.0,North America,18,5,0.0
Office Supplies,PO-188504,0.0,US,2012-05-01,High,OFF-SU-10002573,"Acme 10"" Easy Grip Assistive Scissors",10.518,2,West,Consumer,2012-05-06,Standard Class,5.55,Supplies,2012.0,North America,18,5,0.0
Office Supplies,LC-168704,0.0,US,2012-05-03,Critical,OFF-AR-10001246,Newell 317,2.5578,3,West,Consumer,2012-05-06,First Class,2.23,Art,2012.0,North America,18,3,0.0
Office Supplies,HA-149204,0.0,US,2012-07-26,Low,OFF-EN-10002230,Airmail Envelopes,78.8942,2,West,Consumer,2012-08-02,Standard Class,21.59,Envelopes,2012.0,North America,30,7,0.0
Office Supplies,DS-131804,0.0,US,2012-08-21,Medium,OFF-ST-10000736,Carina Double Wide Media Storage Towers in Natural & Black,3.2392,1,West,Corporate,2012-08-26,Standard Class,4.69,Storage,2012.0,North America,34,5,0.0
Office Supplies,DB-131204,0.0,US,2012-09-03,Low,OFF-ST-10001325,Sterilite Officeware Hinged File Box,8.4888,3,West,Corporate,2012-09-09,Standard Class,4.69,Storage,2012.0,North America,36,6,0.0
Office Supplies,RH-195104,0.0,US,2012-09-27,High,OFF-ST-10001328,"Personal Filing Tote with Lid, Black/Gray",4.3428,1,West,Home Office,2012-09-29,Second Class,1.95,Storage,2012.0,North America,39,2,0.0
Office Supplies,HG-149654,0.0,US,2012-09-28,Critical,OFF-AP-10002082,Holmes HEPA Air Purifier,15.246,2,West,Corporate,2012-10-01,First Class,17.63,Appliances,2012.0,North America,39,3,0.0
Office Supplies,HG-149654,0.0,US,2012-09-28,Critical,OFF-AP-10000696,Holmes Odor Grabber,14.2758,3,West,Corporate,2012-10-01,First Class,12.13,Appliances,2012.0,North America,39,3,0.0
Office Supplies,AA-103154,0.0,US,2012-10-04,Critical,OFF-ST-10001590,"Tenex Personal Project File with Scoop Front Design, Black",7.0096,2,West,Consumer,2012-10-07,First Class,5.23,Storage,2012.0,North America,40,3,0.0
Office Supplies,TB-216254,0.0,US,2012-10-25,Medium,OFF-AR-10004648,Boston 19500 Mighty Mite Electric Pencil Sharpener,16.3215,3,West,Consumer,2012-10-30,Standard Class,2.59,Art,2012.0,North America,43,5,0.0
Office Supplies,NB-186554,0.0,US,2012-10-29,High,OFF-EN-10001434,"Strathmore #10 Envelopes, Ultimate White",103.3116,4,West,Corporate,2012-11-02,Standard Class,18.58,Envelopes,2012.0,North America,44,4,0.0
Office Supplies,JM-161954,0.0,US,2012-11-05,High,OFF-ST-10000649,Hanging Personal Folder File,15.7,4,West,Consumer,2012-11-05,Same Day,11.68,Storage,2012.0,North America,45,0,0.0
Office Supplies,AJ-109454,0.0,US,2012-11-28,Medium,OFF-AP-10004655,"Holmes Visible Mist Ultrasonic Humidifier with 2.3-Gallon Output per Day, Replacement Filter",15.3952,4,West,Consumer,2012-11-30,First Class,0.16,Appliances,2012.0,North America,48,2,0.0
Office Supplies,AF-108704,0.0,US,2012-12-06,Medium,OFF-AP-10001626,"Commercial WindTunnel Clean Air Upright Vacuum, Replacement Belts, Filtration Bags",2.0228,2,West,Consumer,2012-12-11,Standard Class,0.67,Appliances,2012.0,North America,49,5,0.0
Office Supplies,MT-178154,0.0,US,2012-12-10,Medium,OFF-LA-10001613,Avery File Folder Labels,2.8224,2,West,Consumer,2012-12-14,Standard Class,0.27,Labels,2012.0,North America,50,4,0.0
Office Supplies,AH-100304,0.0,US,2012-12-27,Medium,OFF-ST-10000046,Fellowes Super Stor/Drawer Files,61.389,2,West,Corporate,2012-12-31,Standard Class,26.7,Storage,2012.0,North America,52,4,0.0
Office Supplies,SC-207254,0.0,US,2013-01-30,Medium,OFF-LA-10004689,Avery 512,12.2247,9,West,Consumer,2013-01-31,First Class,2.51,Labels,2013.0,North America,5,1,0.0
Office Supplies,SC-207254,0.0,US,2013-01-30,Medium,OFF-ST-10000675,"File Shuttle II and Handi-File, Black",76.2525,9,West,Consumer,2013-01-31,First Class,34.33,Storage,2013.0,North America,5,1,0.0
Office Supplies,TS-211604,0.0,US,2013-03-04,High,OFF-SU-10004782,"Elite 5"" Scissors",7.605,3,West,Corporate,2013-03-04,Same Day,3.5,Supplies,2013.0,North America,10,0,0.0
Office Supplies,DK-132254,0.0,US,2013-03-13,Medium,OFF-AP-10003842,Euro-Pro Shark Turbo Vacuum,40.274,5,West,Corporate,2013-03-16,Second Class,6.36,Appliances,2013.0,North America,11,3,0.0
Office Supplies,DK-132254,0.0,US,2013-03-13,Medium,OFF-EN-10004459,Security-Tint Envelopes,14.9744,4,West,Corporate,2013-03-16,Second Class,1.8,Envelopes,2013.0,North America,11,3,0.0
Office Supplies,DK-132254,0.0,US,2013-03-13,Medium,OFF-ST-10002756,"Tennsco Stur-D-Stor Boltless Shelving, 5 Shelves, 24"" Deep, Sand",6.7655,5,West,Corporate,2013-03-16,Second Class,18.47,Storage,2013.0,North America,11,3,0.0
Office Supplies,EH-137654,0.0,US,2013-03-14,Critical,OFF-SU-10000151,High Speed Automatic Electric Letter Opener,196.5036,3,West,Corporate,2013-03-16,Second Class,56.09,Supplies,2013.0,North America,11,2,0.0
Office Supplies,BT-116804,0.0,US,2013-04-11,Medium,OFF-AP-10004980,3M Replacement Filter for Office Air Cleaner for 20' x 33' Room,44.3664,3,West,Consumer,2013-04-18,Standard Class,10.27,Appliances,2013.0,North America,15,7,0.0
Office Supplies,BT-116804,0.0,US,2013-04-11,Medium,OFF-ST-10001932,Fellowes Staxonsteel Drawer Files,81.1314,3,West,Consumer,2013-04-18,Standard Class,38.67,Storage,2013.0,North America,15,7,0.0
